name,town,county,tier
RELCO SOFTWARE LTD,Bristol,Georgia,3
Reliance Cyber Limited,London,,3
Reload Digital Ltd,London,,3
REO Digital Limited,London,,3
Repeat Digital Ltd,Nottingham,,3
RESEARCH DATA SCOTLAND,Edinburgh,,3
Resource Data Management LTD,Glasgow,,3
Retro Labs Ltd T/A TILT,London,,3
Reve Cloud Ltd,London,,3
Rex Labs Ltd,London,,3
RHEON LABS LTD,LONDON,,3
Rightsline Software UK Ltd,London,,3
Riot Labs Ltd,Milton Keynes,Buckinghamshire,3
Roar Digital Limited,London,Greater London,3
Rocket Software UK Limited,London,,3
Rocket Systems Limited,London,,3
Rosslyn Analytics Ltd,London,,3
ROVER DIGITAL LTD,LONDON,,3
RS Data Tech Ltd,Manchester,,3
RSE Control Systems Limited,Leeds,Select state...,3
Ruby Labs Ltd,London,,3
Russell Investments Systems Limited,London,,3
S & M SYSTEMS LTD,Edinburgh,,3
S R Software Solutions Ltd (trading address),Milton Keynes,,3
S-Frame Software (UK) Ltd,London,,3
SA DIGITAL SERVICES CCTV LTD,Birmingham,,3
Saage Labs Limited,London,,3
SABITHA SYSTEMS LIMITED,Manchester,,3
Sahaj Software Solutions UK Limited,London,,3
SAM LABS LTD,Chiswick,London,3
SAM UK SOFTWARE CONSULTANCY LTD,London,,3
SambaNova Systems UK Limited,London,,3
SAMPLE DIGITAL LAB LTD,London,,3
SANA LABS LTD,London,,3
Sapphire Systems Ltd,London,,3
SATURN FINTECH LIMITED,London,,3
Sauce Labs Software UK Limited,Reading,,3
Say Digital Limited,London,,3
Sayari Labs Limited,London,London,3
SBS Financial Software UK Ltd,Sheffield,,3
Scribe Labs Limited,London,,3
SDET Digital Ltd,Morley,Leeds,3
SE Labs Ltd,London,,3
Seaborn Software Ltd,London,,3
Searo Labs Ltd,Cambridge,,3
Seattle Software t/a Orbus Software,London,,3
Secon Cyber Security Ltd,London,,3
Sedna Systems Europe Limited,London,,3
Seenit Digital Limited,London,,3
Sefas Innovation Ltd,BRISTOL,,3
Seismic Software UK Limited,London,,3
Sener Engineering & Systems LTD,London,,3
Sensat Digital Limited,London,,3
Sensi Labs Ltd,London,,3
Sensor Coating Systems Ltd,Dagenham East,London,3
SEVEN DIGITAL MARKETING LIMITED,London,,3
SG Analytics Limited,London,,3
SGW LAB Ltd,London,,3
Shalom Digital Ltd,Bristol,,3
SharpCloud Software Limited,London,,3
SHIFT4 PAYMENTS UK LIMITED,London,,3
Shout Digital Ltd,Newcastle upon Tyne,Tyne and Wear,3
Sigma Computing UK Limited,London,,3
SIGMA INDUSTRIAL SYSTEMS LTD,LONDON,,3
SIGMA LABS XYZ LTD,London,,3
SIGMA SOFTWARE HOLDING LTD,London,,3
SIGMA.AI DATA LTD,London,,3
Signet Labs Limited,London,,3
Silver Bullet Data Services Ltd,London,,3
Silverfin Software Ltd,London,,3
Silvertip Digital,London,,3
Simfoni Analytics Ltd,London,,3
Simkiss Control Systems Ltd,Manchester,,3
Simplicity Cloud Ltd.,London,,3
SIMPRO SOFTWARE LIMITED,Reading,,3
SINE Digital Limited,London,,3
Singletrack Systems Limited,London,,3
Singular Systems UK Limited t/a Singular Systems,London,,3
Sitekit Systems Limited,Edinburgh,,3
Skilled Workers Cloud LTD,London,,3
Skin Analytics,London,,3
SKO SYSTEMS LTD,London,,3
SmallSpark Space Systems Ltd,"Cardiff,",,3
Smarsh Software UK Ltd,London,,3
Smart Financial Systems LTD,London,,3
Smart Metering Systems Plc,Glasgow,,3
SMP Policy Innovation Ltd,London,,3
Snap Analytics Ltd,Bristol,,3
Snowflake Computing U.K. Limited,London,,3
Snowplow Analytics Limited,London,,3
Soapbox Digital Media Ltd,Glasgow,,3
Sociovestix Labs Ltd,Edinburgh,,3
Softserve Systems Limited,London,,3
SOFTWARE SHOP LTD.,London,,3
Software solution systems limited,London,,3
Software Tec Lab,Glasgow,Choose County,3
SOLARIS SYSTEMS SOLUTIONS LTD,London,,3
Solarvista Software Ltd,Sheffield,South Yorkshire,3
SOLARWINDS SOFTWARE UK LIMITED,London,,3
Soldo Software Ltd,London,,3
Sonar Informatics Limited,London,,3
Sonat Digital Marketing Ltd.,London,,3
Sorint Lab UK,London,,3
Spaced Digital Ltd,London,,3
Spark Data Systems Ltd,BRISTOL,BRISTOL,3
Spark Digital Trading (UK) LLP,London,,3
Spark Product Innovation Limited,bristol,- - not required - -,3
"Spectro Cloud, UK Limited",London,,3
Spectrum Data Networks Ltd,London,,3
Sphere Digital Recruitment Limited,London,,3
SPICE LABS LTD,London,,3
Spilsbury Holdings Limited T/A Aztec Labs,London,,3
Sporting Data Limited,Brighton,,3
Squad Labs Limited,London,,3
SR Global Systems Ltd,Barking,Greater London,3
SS Cloud Consulting Limited,Sheffield,,3
SSB Labs Limited,Milton Keynes,,3
SSOVEREIGN SOFTWARE SERVICES LIMITED,"Brentwood,",London,3
STACKSTUDIO DIGITAL LTD,London,,3
Starfish Virtual Labs Limited,London,,3
Startup Voyager Digital UK Limited,London,,3
Stibo Systems Ltd,Reading,,3
STL Digital UK Limited,London,,3
Storyteller Software Ltd,Edinburgh,Scotland,3
Strategic Analytics Limited,London,,3
Strategic Software Applications Ltd,London,,3
Stripe Payments UK Ltd,London,,3
Strive Platform Ltd,Newcastle upon Tyne,,3
STRUCTURES LAB LIMITED,London,,3
Strudel Labs Limited,London,,3
Style Analytics Limited,London,,3
Subatomic Analytics Limited,London,Essex,3
Suma Software Solutions Limited,Leeds,,3
Sumitomo Electric Wiring Systems (Europe) Ltd,Newcastle under Lyme,Staffordshire,3
Sumo Digital Limited,Sheffield,,3
SumUp Payments Limited,London,,3
Sunrise Software Ltd,London,,3
Sunrise Systems Limited,Cambridge,Cambridgeshire,3
Super Payments Ltd,London,,3
Super-Sharp Space Systems Ltd,Cambridge,,3
Supernova Digital Media UK Ltd,London,,3
Supo Platform Limited,London,,3
Suprema Systems UK Ltd,Birmingham,West Midlands,3
Surface Measurement Systems Ltd,Wembley,London,3
SUSSEX INNOVATION CENTRE,Brighton,,3
Sutherland Digital UK Private Limited,London,,3
Sylphid Analytics UK Ltd,Reading,,3
Syms Digital Ltd,Manchester,,3
SYNECHRON PLATFORM CONSULTING LTD,London,,3
Synthesis Systems Limited,London,,3
SYSPRO GLOBAL SOFTWARE LIMITED,London,,3
SYSTEMS ENTERPRISES LTD,London,,3
Systems IT Support and Consultancy Limited,London,,3
Systems Planning and Analysis UK Limited,Bristol,,3
T-Systems Ltd,Milton Keynes,Buckinghamshire,3
Tab Labs Ltd,London,,3
Tag Digital Ltd,Glasgow,Lanarkshire,3
Take-Two Interactive Software Europe Limited,London,,3
Talent Systems Europe Limited,London,,3
Tasman Analytics Limited,London,,3
Tax Digital Accountants Limited,London,,3
TE Digital Limited (t/a ThirdEye Consulting),London,,3
Technical Control Systems Ltd,Leeds,West Yorkshire,3
Tejas Software Limited,London,,3
Telefonica Digital Limited,London,,3
The Center for Countering Digital Hate,London,,3
The Coalition for a Digital Economy (Coadec) Ltd t/a The Startup Coalition,London,,3
The Currency Cloud Services Limited,London,,3
The Dance Lab,London,,3
The Data Capital Group,Stockport,,3
The Data Company Group Limited,Birmingham,,3
THE DESI CO. GROUP LTD T/As 9x9 DIGITAL,London,,3
The Digital Fairy Ltd,London,,3
THE DIGITAL LIGHTHOUSE,NEWCASTLE UPON TYNE,,3
The Digital Tide Ltd,London,,3
The Green Cocoa Lab Limited,Milton Keynes,,3
THE INFORMATION LAB LIMITED,London,Greater London,3
The Innovation Group (EMEA) Limited,London,,3
The Innovation Unit Limited,London,,3
The Justice Platform Ltd (trading as Legl and CrowdJustice),London,,3
The Open Data Institute,London,,3
THE PRP LAB,London,,3
The Social Commerce Platform Ltd,Cardiff,Cardiff,3
The Social Innovation Partnership,London,,3
The Splash Lab Limited,Stockport,,3
The University of Manchester Innovation Factory Limited,Manchester,,3
Think Cyber Security Ltd,London,,3
Think Digital Group Ltd,London,,3
Thinking Machine Systems Limited,London,,3
Third Financial Software Limited,London,Greater London,3
Threadneedle Software Ltd,London,,3
ThreatSpike Labs Limited,London,,3
TI Group Automotive Systems Limited,Oxford,Oxfordshire,3
Tide Platform Ltd,London,,3
Tiger Analytics Consulting Ltd,London,,3
Titan Data Solutions,London,,3
Titian Software Ltd,LONDON,,3
TM Information Systems Ltd,Cardiff,S Glamorgan,3
Toggle Software Services UK Ltd.,London,,3
TomTom Software Limited,London,,3
TONK LABS LIMITED,London,,3
Toppan Digital Language Ltd,London,,3
Toqio Fintech Limited,London,,3
Total Performance Data Limited,London,,3
Total Systems plc,London,,3
TRAction Fintech Ltd,London,,3
Tradepoint Systems UK Ltd,London,,3
Transformer Systems Ltd,Leeds,,3
Transvault Software Limited,Bristol,Congresbury,3
Treasure Data (UK) Limited,London,,3
Tribe Group Digital Limited,London,,3
TRM Labs UK Ltd,London,,3
True Digital Ltd,Bristol,,3
Truevo Payments UK Limited,LONDON,,3
TruFin Labs Limited,London,,3
Trumpet Software Limited,London,London,3
Trussle Lab Ltd T/A Better.co.uk,London,,3
Trust Payments Limited,London,,3
Tryambakam Digital Ltd,Bristol,,3
TSIT DIGITAL TECHNOLOGIES PRIVATE LTD,London,,3
Tubular Labs UK Limited,London,,3
Tufin Software Europe Limited,Reading,,3
TURNLEAF ANALYTICS LTD,London,,3
Turnout Labs Ltd,London,London,3
UBIQUE DIGITAL LTD,London,,3
UBIQUE SYSTEMS UK LIMITED,LONDON,,3
ubitricity Distributed Energy Systems UK Ltd,London,,3
UD Software Solutions Group Limited,Manchester,,3
UIC Digital Ltd,London,,3
UK CLOUD CONSULTING LTD,Reading,Berkshire,3
UK Cyber Security Council,London,London,3
UK FIRST FINTECH LIMITED,London,,3
UK&I CYBER RANGES ltd,Manchester,,3
Ultraviolet Cyber (UK) Limited,London,,3
UMA LABS LIMITED,London,,3
Umi Digital Solutions Ltd,London,,3
Unboring Digital Ltd.,London,,3
Unique Digital Marketing Limited T/A syzygy,London,,3
UNISON SOFTWARE AND CONSULTANCY LTD,London,,3
Unity Software Limited,Brighton,Brighton and Hove,3
Universities and Colleges Information Systems Association Ltd,Oxford,Oxon,3
Unlikely Artificial Intelligence Limited,Cambridge,Cambridgeshire,3
UNSTOPPABLES DIGITAL MEDIA LTD,London,,3
UPLAND SOFTWARE UK LIMITED,London,,3
Uptick Software UK Limited,London,,3
Uptime Labs Ltd,London,,3
UTILITY DATA INTELLIGENCE LTD,London,,3
Uurnik Systems Ltd,Reading,Berkshire,3
UV Software Limited,Cambridge,,3
Vagabond Digital,MANCHESTER,Manchester,3
Vali Analytics Limited,London,,3
VALUE TECH LABS LIMITED,Coventry,,3
Vault Platform Ltd,London,,3
Vava Cars Systems UK Limited,London,,3
Vectrus Systems Corporation,Milton Keynes,,3
Veeam Software UK Limited,London,,3
Veeva Systems UK Ltd,London,,3
VEON Digital Limited,London,,3
Verified Digital Limited,London,,3
VeriPark Software UK Limited,London,,3
Verisk Analytics Limited,London,,3
Veritas Health Innovation UK LTD,London,,3
Vesper Software Ltd,London,,3
Village Software Engineering Limited,Liverpool,,3
VIPA Digital Ltd.,London,,3
VIPR Digital Limited (trading as FIXR),London,,3
Virtual Data Centre Services Ltd,Leeds,,3
Virtual Tech Cloud Ltd,London,,3
Vistair Systems Limited,Bradley Stoke,Bristol,3
VISUAL DATA MEDIA SERVICES LIMITED,London,,3
Vivacity Labs Limited,London,,3
VM Cloud Limited,London,,3
VoiceVerse Labs Ltd,London,,3
Volt Active Data UK Ltd,London,,3
Volta Data Centres Limited,London,,3
VTEX ECOMMERCE PLATFORM LTD,London,,3
WARP DIGITAL ENTERTAINMENT LIMITED,LONDON,,3
Waste Logics Software Limited,London,,3
Weaver Labs Limited,London,,3
WEB3 DIGITAL LIMITED,London,,3
Web3 Labs Ltd,London,,3
WeDiscover Digital Ltd,London,,3
WHISTLE DIGITAL LIMITED,London,,3
White Cloud Capital Advisors Limited,London,,3
Wise Payments Limited,London,,3
WITTENSTEIN high integrity systems Ltd,Bristol,,3
Wiz Cloud Limited,London,,3
Wolf Systems Ltd,Coventry,,3
Workable Software Limited,London,,3
WorkBuzz Analytics Limited,Milton Keynes,Buckinghamshire,3
WorkForce Software Limited,Milton Keynes,,3
XD INNOVATION LIMITED,Coventry,,3
Xn Global Systems Ltd,Salford,,3
Xurrent Software UK Ltd,London,,3
Yardi Systems Limited,Milton Keynes,,3
Yellowbrick Data UK Limited,London,,3
Yiva Digital,London,London,3
YOUR DIGITAL WORK LTD,LONDON,,3
Yupana Systems Limited,London,Fitzrovia,3
Z-Tech Control Systems Limited,Swavesey,Cambridge,3
ZAFIN LABS UK LTD,LONDON,,3
Zakapps Software Limited,Caldecotte; Milton Keynes,Bucks,3
ZENITH LABS GROUP LTD,LEEDS,,3
Zephyr Digital Consultancy Limited,London,,3
ZERO DEGREES SYSTEMS LTD,Birmingham,,3
Zeus Labs Limited,London,,3
ZHUIMENG CLOUD UK LTD,London,,3
Zhuzhou CRRC Times Electric UK Innovation Center,Birmingham,,3
ZS TECH LAB LTD,Birmingham,,3
ZUCI SYSTEMS UK LIMITED,London,,3
Zuma Labs Limited,London,,3
